Time (s),Signal strength,Ax (m/s²),Ay (m/s²),Az (m/s²),Bx (µT),By (µT),Bz (µT),ωx (rad/s),ωy (rad/s),ωz (rad/s),Voltage (mV)
0.009999999776482582,52,-0.2453845590353012,0.06781187653541565,9.835597038269043,11.538369178771973,-9.122076988220215,-49.510986328125,0.6109570264816284,-0.00753374258056283,-0.23563189804553986,0.0010465724626556039
0.019999999552965164,52,-0.23576268553733826,0.0772688016295433,9.80705451965332,11.183411598205566,-9.316935539245605,-48.99418640136719,0.6078420877456665,-0.0013037536991760135,-0.24497689306735992,0.0010465724626556039
0.029999999329447746,52,-0.2406550645828247,0.07246028631925583,9.830443382263184,11.03526782989502,-9.27833080291748,-49.080345153808594,0.6091640591621399,0.01021222397685051,-0.261778861284256,0.0010465724626556039
0.03999999910593033,52,-0.2454388588666916,0.06775850802659988,9.802279472351074,11.202967643737793,-9.033594131469727,-49.735679626464844,0.6352201104164124,0.038815226405858994,-0.2799014449119568,0.0010465724626556039
0.05000000074505806,52,-0.24516735970973969,0.06762508302927017,9.81617259979248,11.298136711120605,-9.120667457580566,-49.63670349121094,0.6571146249771118,0.08790186792612076,-0.28971531987190247,0.0010465724626556039
0.05999999865889549,52,-0.23587128520011902,0.06313678622245789,9.807270050048828,10.831535339355469,-9.036412239074707,-49.14825439453125,0.6200913190841675,0.12470479309558868,-0.2682773768901825,0.0010465724626556039
0.07000000029802322,52,-0.2403835654258728,0.0675717145204544,9.819952011108398,10.772398948669434,-9.076425552368164,-48.79784393310547,0.5232352614402771,0.1371578872203827,-0.22183476388454437,0.0010465724626556039
0.07999999821186066,52,-0.23570838570594788,0.06297668069601059,9.787684440612793,10.777019500732422,-8.873540878295898,-48.406761169433594,0.3877736032009125,0.1323380470275879,-0.1692599356174469,0.0010465724626556039
0.09000000357627869,52,-0.23497533798217773,0.06273652613162994,9.793996810913086,10.702947616577148,-8.62132740020752,-48.13129806518555,0.20614203810691833,0.09115250408649445,-0.10052625089883804,0.0010465724626556039
0.10000000149011612,52,-0.22219868004322052,0.05792800709605217,9.826370239257812,10.702947616577148,-9.317914962768555,-48.62615966796875,0.027270151302218437,0.015580838546156883,-0.019858626648783684,0.0010465724626556039
0.10999999940395355,52,-0.24146956205368042,0.05429360270500183,9.829150199890137,10.702947616577148,-8.834936141967773,-49.2167854309082,-0.00008588919445173815,-0.0013987733982503414,-0.00023843061353545636,0.0010465724626556039
0.11999999731779099,52,-0.25419193506240845,0.0671180784702301,9.802603721618652,10.702947616577148,-8.68529987335205,-49.386871337890625,-0.00008588919445173815,-0.0011137141846120358,-0.0011810539290308952,0.0010465724626556039
0.12999999523162842,52,-0.2409265637397766,0.05854174494743347,9.810914039611816,10.746681213378906,-8.96539306640625,-49.068504333496094,-0.00008588919445173815,0.002282208064571023,-0.0000470140585093759,0.0010465724626556039
0.14000000059604645,52,-0.2454388588666916,0.06447099894285202,9.80233383178711,10.822293281555176,-9.413873672485352,-48.66042709350586,-0.00008588919445173815,0.002282208064571023,0.0033509740605950356,0.0010465724626556039
0.15000000596046448,52,-0.2454388588666916,0.08090320229530334,9.806784629821777,10.822293281555176,-9.239727020263672,-49.35322952270508,0.003031170926988125,-0.0008348519913852215,0.003631901927292347,0.0010465724626556039
0.1599999964237213,52,-0.24500446021556854,0.06733155995607376,9.807646751403809,10.369555473327637,-8.651352882385254,-48.916038513183594,0.0017057146178558469,-0.003288151230663061,-0.00014685366477351636,0.0010465724626556039
0.17000000178813934,52,-0.23965051770210266,0.0634303167462349,9.816442489624023,10.2919340133667,-8.649085998535156,-49.18042755126953,-0.002260326175019145,-0.004703118931502104,0.000424641853896901,0.0010465724626556039
0.18000000715255737,52,-0.233775332570076,0.067278191447258,9.814987182617188,10.471488952636719,-8.871702194213867,-49.37934875488281,-0.001498791272751987,-0.0005435959901660681,-0.0003341388946864754,0.0010465724626556039
0.1899999976158142,52,-0.2590028643608093,0.06348368525505066,9.802468299865723,10.75699520111084,-8.99639892578125,-49.063697814941406,-0.00008588919445173815,0.00029712211107835174,-0.004584550391882658,0.0010465724626556039
0.20000000298023224,52,-0.25084707140922546,0.06722482293844223,9.809479713439941,11.042501449584961,-8.90932559967041,-48.667808532714844,-0.0006532534025609493,-0.00026404508389532566,-0.006276314612478018,0.0010465724626556039
0.20999999344348907,52,-0.2528887689113617,0.06129556894302368,9.829230308532715,10.971978187561035,-8.659379959106445,-49.10499954223633,-0.0003668171411845833,0.0005821813247166574,-0.0035379561595618725,0.0010465724626556039
0.2199999988079071,52,-0.23630568385124207,0.050392355769872665,9.815256118774414,11.006468772888184,-8.635420799255371,-48.453704833984375,-0.00037370261270552874,-0.0001717795676086098,-0.002033477183431387,0.0010465724626556039
0.23000000417232513,51,-0.24119806289672852,0.06174920126795769,9.806784629821777,11.060985565185547,-8.759689331054688,-48.06930923461914,-0.0026293883565813303,-0.0001717795676086098,-0.002592578763142228,0.0010465724626556039
0.23999999463558197,51,-0.24478726089000702,0.05725556239485741,9.808077812194824,10.978609085083008,-8.91876220703125,-48.74497985839844,0.0013311441289260983,-0.0003618190239649266,0.000987874693237245,0.0010465724626556039
0.25,51,-0.2392161339521408,0.081436887383461,9.818463325500488,10.502764701843262,-9.00583553314209,-49.33881378173828,0.002463806886225939,-0.0014944816939532757,-0.00024049625790212303,0.0010465724626556039
0.25999999046325684,51,-0.23084315657615662,0.07662837952375412,9.828126907348633,10.814122200012207,-8.852828979492188,-47.93147277832031,0.0035964695271104574,-0.0026188818737864494,-0.002497559180483222,0.0010465724626556039
0.27000001072883606,51,-0.2323092371225357,0.07254033535718918,9.811614036560059,10.75177001953125,-8.910305976867676,-47.79593276977539,0.004729132167994976,0.0030444315634667873,0.002033091615885496,0.0010465724626556039
0.2800000011920929,51,-0.239813432097435,0.07254033535718918,9.810105323791504,10.70093822479248,-9.191808700561523,-48.064361572265625,0.005861795041710138,0.005588619504123926,0.004484325181692839,0.0010465724626556039
0.28999999165534973,52,-0.23413370549678802,0.07254033535718918,9.804300308227539,10.956574440002441,-9.490530014038086,-47.9440803527832,0.0013221930712461472,0.005963189993053675,-0.0008133688825182617,0.0010465724626556039
0.30000001192092896,51,-0.22679242491722107,0.07414139807224274,9.819676399230957,11.051743507385254,-9.05516242980957,-48.240997314453125,-0.0017879816005006433,0.005112143699079752,-0.00505620613694191,0.0010465724626556039
0.3100000023841858,51,-0.229159876704216,0.0812767818570137,9.831582069396973,10.975058555603027,-8.855648040771484,-48.62727355957031,-0.0010264466982334852,0.0017093356000259519,-0.005427333991974592,0.0010465724626556039
0.3199999928474426,52,-0.22545664012432098,0.07646827399730682,9.810750961303711,11.06513786315918,-9.076977729797363,-48.70207595825195,0.001238878583535552,0.0004906043177470565,-0.00429467111825943,0.0010465724626556039
0.33000001311302185,51,-0.2445429116487503,0.07077916711568832,9.807674407958984,11.293046951293945,-9.34046459197998,-48.3686637878418,0.0023680985905230045,0.0010552143212407827,-0.0008897976949810982,0.0010465724626556039
0.3400000035762787,50,-0.23965051770210266,0.06297668069601059,9.812530517578125,11.498185157775879,-9.303698539733887,-47.898738861083984,0.0018943770555779338,0.0010552143212407827,0.0014574648812413216,0.0010465724626556039
0.3499999940395355,50,-0.23665861785411835,0.0620427280664444,9.816442489624023,11.212678909301758,-9.042478561401367,-48.789485931396484,0.0022792755626142025,0.0010552143212407827,-0.00004907970651402138,0.0010465724626556039
0.36000001430511475,50,-0.2435057908296585,0.05915548652410507,9.815472602844238,11.011558532714844,-9.09009075164795,-48.18833923339844,0.003966908436268568,0.0007701551076024771,-0.0009042572346515954,0.0010465724626556039
0.3700000047683716,50,-0.2551693320274353,0.061002038419246674,9.811614036560059,11.001848220825195,-9.452600479125977,-48.64886474609375,0.0020947447046637535,-0.000362507562385872,-0.0037300612311810255,0.0010465724626556039
0.3799999952316284,50,-0.2520742416381836,0.055441033095121384,9.812638282775879,11.133048057556152,-9.67834186553955,-49.12457275390625,0.007083280477672815,-0.0013987733982503414,-0.0038264580070972443,0.0010465724626556039
0.38999998569488525,50,-0.2395147681236267,0.06505805999040604,9.816442489624023,11.287822723388672,-9.460505485534668,-48.444095611572266,0.004809692036360502,-0.0013967077247798443,-0.004952923860400915,0.0010465724626556039
0.4000000059604645,50,-0.23462238907814026,0.07147296518087387,9.814286231994629,11.192654609680176,-9.547578811645508,-47.85026168823242,-0.001986283576115966,-0.00026404508389532566,-0.002687598578631878,0.0010465724626556039
0.4099999964237213,51,-0.23306943476200104,0.06885256618261337,9.810099601745605,11.428868293762207,-9.407256126403809,-48.54877853393555,-0.0014994797529652715,0.0019090146524831653,-0.001462670392356813,0.0010465724626556039
