Time (s),Signal strength,Ax (m/s²),Ay (m/s²),Az (m/s²),Bx (µT),By (µT),Bz (µT),ωx (rad/s),ωy (rad/s),ωz (rad/s),Voltage (mV)
0.009999999776482582,52,-0.24546648561954498,0.07264894992113113,9.81144905090332,11.419023513793945,-8.903688430786133,-48.766292572021484,0.6170920133590698,-0.012441718019545078,-0.23440490663051605,0.0010465724626556039
0.019999999552965164,52,-0.2500830590724945,0.09166765213012695,9.783024787902832,11.419023513793945,-9.098442077636719,-49.87312698364258,0.5963081121444702,-0.006206543184816837,-0.24271847307682037,0.0010465724626556039
0.029999999329447746,52,-0.23076027631759644,0.09142326563596725,9.816442489624023,11.278752326965332,-9.231270790100098,-50.28765106201172,0.602950394153595,0.006263806484639645,-0.2602909207344055,0.0010465724626556039
0.03999999910593033,50,-0.22608843445777893,0.07753939926624298,9.816113471984863,11.038424491882324,-9.251912117004395,-49.735755920410156,0.6307396292686462,0.04029449075460434,-0.2812563180923462,0.0010465724626556039
0.05000000074505806,51,-0.23098129034042358,0.08620697259902954,9.802778244018555,10.94327449798584,-9.338968276977539,-49.636802673339844,0.6522368788719177,0.08866089582443237,-0.29142263531684875,0.0010465724626556039
0.05999999865889549,51,-0.23570838570594788,0.06265083700418472,9.829776763916016,11.409208297729492,-9.34046459197998,-48.17633819580078,0.6189938187599182,0.1255204677581787,-0.2707382142543793,0.0010465724626556039
0.07000000029802322,51,-0.23590177297592163,0.0534130223095417,9.79770278930664,11.607686042785645,-9.34046459197998,-48.35007095336914,0.5248019099235535,0.1396179348230362,-0.226515993475914,0.0010465724626556039
0.07999999821186066,50,-0.24057361483573914,0.052761323750019073,9.811394691467285,11.4772310256958,-9.092766761779785,-49.329383850097656,0.3885166049003601,0.1342712938785553,-0.1733292043209076,0.0010465724626556039
0.09000000357627869,50,-0.24057361483573914,0.040045078843832016,9.807524681091309,11.2431058883667,-8.761878967285156,-49.97278594970703,0.2042958289384842,0.09243857860565186,-0.09988335520029068,0.0010465724626556039
0.10000000149011612,50,-0.2411261647939682,0.057380225509405136,9.820998191833496,11.52855396270752,-9.110103607177734,-48.68640899658203,0.021009856835007668,0.016805022954940796,-0.016662899404764175,0.0010465724626556039
