Time (s),Signal strength,Ax (m/s²),Ay (m/s²),Az (m/s²),Bx (µT),By (µT),Bz (µT),ωx (rad/s),ωy (rad/s),ωz (rad/s),Voltage (mV)
0.009999999776482582,51,-0.26011916995048523,0.06294896453619003,9.830872535705566,11.180331230163574,-8.576106071472168,-49.759220123291016,0.6134110689163208,-0.011214724741876125,-0.23317791521549225,0.0010465724626556039
0.019999999552965164,51,-0.2745738625526428,0.05825027450919151,9.821215629577637,11.180331230163574,-8.706074714660645,-49.168304443359375,0.5967962145805359,-0.008099447004497051,-0.24356217682361603,0.0010465724626556039
0.029999999329447746,51,-0.2693420648574829,0.06347551941871643,9.81627368927002,11.22719669342041,-8.837373733520508,-49.30241775512695,0.6060529947280884,0.007572521455585957,-0.262442409992218,0.0010465724626556039
0.03999999910593033,51,-0.24589002132415771,0.09066996723413467,9.806897163391113,11.276971817016602,-8.820591926574707,-50.27324295043945,0.633526086807251,0.0401434563100338,-0.28113147616386414,0.0010465724626556039
0.05000000074505806,51,-0.26461780071258545,0.04849262535572052,9.811893463134766,11.181785583496094,-8.472234725952148,-50.867183685302734,0.6531527638435364,0.08810090273618698,-0.2909435033798218,0.0010465724626556039
0.05999999865889549,51,-0.2551693320274353,0.044348206371068954,9.820432662963867,11.180331230163574,-8.809944152832031,-50.681304931640625,0.6184712052345276,0.12414474040269852,-0.2714780569076538,0.0010465724626556039
0.07000000029802322,51,-0.2551693320274353,0.0583888441324234,9.797126770019531,11.110760688781738,-9.094648361206055,-50.338623046875,0.5215926170349121,0.13602453470230103,-0.22729459404945374,0.0010465724626556039
0.07999999821186066,52,-0.2551693320274353,0.06275497376918793,9.797574043273926,11.106396675109863,-9.148174285888672,-50.037113189697266,0.3828129172325134,0.13082461059093475,-0.17395904660224915,0.0010465724626556039
0.09000000357627869,52,-0.2549155652523041,0.058194849640131,9.806029319763184,11.159080505371094,-8.97399616241455,-49.81703567504883,0.20152735710144043,0.09036047011613846,-0.10142920166254044,0.0010465724626556039
0.10000000149011612,52,-0.2508679926395416,0.05930338799953461,9.792577743530273,11.063895225524902,-8.79981803894043,-49.52006149291992,0.024143824353814125,0.013686683028936386,-0.0182472113519907,0.0010465724626556039
