Time (s),Signal strength,Ax (m/s²),Ay (m/s²),Az (m/s²),Bx (µT),By (µT),Bz (µT),ωx (rad/s),ωy (rad/s),ωz (rad/s),Voltage (mV)
0.009999999776482582,52,-0.26003456115722656,0.07251369208097458,9.806838989257812,11.299676895141602,-8.79449462890625,-49.510986328125,0.6146380305290222,-0.013668712228536606,-0.23195092380046844,0.0010465724626556039
0.019999999552965164,52,-0.26003456115722656,0.06775850802659988,9.816442489624023,11.65443229675293,-8.534831047058105,-49.953704833984375,0.6063322424888611,-0.010554035194218159,-0.24233317375183105,0.0010465724626556039
0.029999999329447746,52,-0.2598719000816345,0.0675986260175705,9.815796852111816,11.802900314331055,-8.528823852539062,-50.10981369018555,0.6076536178588867,0.005113732535392046,-0.2593223452568054,0.0010465724626556039
0.03999999910593033,52,-0.24997873604297638,0.05872777849435806,9.778565406799316,11.747939109802246,-8.89768123626709,-49.766048431396484,0.63398677110672,0.04107408970594406,-0.2799924612045288,0.0010465724626556039
0.05000000074505806,52,-0.23652172088623047,0.08130460232496262,9.811748504638672,12.128533363342285,-9.332955360412598,-49.27129364013672,0.6551288366317749,0.08449079841375351,-0.29320624470710754,0.0010465724626556039
0.05999999865889549,52,-0.26457446813583374,0.05309326574206352,9.816604614257812,12.04159164428711,-9.083806037902832,-49.26275634765625,0.6196404099464417,0.12205568701028824,-0.2731967866420746,0.0010465724626556039
0.07000000029802322,52,-0.2551693320274353,0.04366283863782883,9.820518493652344,11.877134323120117,-9.203124046325684,-49.62315368652344,0.5245012044906616,0.1396111398935318,-0.2244945764541626,0.0010465724626556039
0.07999999821186066,52,-0.25495246052742004,0.039493873715400696,9.802817344665527,11.867284774780273,-9.381739616394043,-50.024078369140625,0.3909476101398468,0.13243794441223145,-0.16975176334381104,0.0010465724626556039
0.09000000357627869,52,-0.2505480647087097,0.048391371965408325,9.821755409240723,11.953009605407715,-9.277441024780273,-50.05992889404297,0.21275034546852112,0.09015384316444397,-0.1014176532626152,0.0010465724626556039
0.10000000149011612,52,-0.25571155548095703,0.044648755341768265,9.829045295715332,11.667564392089844,-8.493946075439453,-49.169368743896484,0.03266540914773941,0.020215194672346115,-0.01958659663796425,0.0010465724626556039
0.10999999940395355,52,-0.2643033564090729,0.05848795920610428,9.797422409057617,11.65771484375,-8.71906566619873,-48.66095733642578,-0.001124114845879376,0.0020934396889060736,0.0009891459485515952,0.0010465724626556039
0.11999999731779099,52,-0.2554946839809418,0.06233716756105423,9.802925109863281,11.454710960388184,-9.042141914367676,-49.503273010253906,0.000008494944268022664,0.0008664460619911551,-0.00023784799850545824,0.0010465724626556039
0.12999999523162842,52,-0.26038700342178345,0.054798636585474014,9.81714153289795,11.082324981689453,-9.151724815368652,-50.39130401611328,0.0011411046143621206,-0.0013987733982503414,-0.0025030674878507853,0.0010465724626556039
0.14000000059604645,52,-0.2656589150428772,0.07254033535718918,9.82610034942627,10.818585395812988,-9.048149108886719,-50.628028869628906,0.0045389337465167046,-0.0025313831865787506,-0.00023784799850545824,0.0010465724626556039
0.15000000596046448,52,-0.27259689569473267,0.07294003665447235,9.824081420898438,11.38947582244873,-9.222259521484375,-50.628028869628906,0.004822086077183485,-0.0005493161734193563,-0.00004907970651402138,0.0010465724626556039
0.1599999964237213,52,-0.25203919410705566,0.07561679929494858,9.799803733825684,11.689695358276367,-9.231270790100098,-50.252708435058594,0.002934403484687209,-0.0001717795676086098,-0.00004907970651402138,0.0010465724626556039
0.17000000178813934,52,-0.26746055483818054,0.057741861790418625,9.778726577758789,11.64500904083252,-9.110450744628906,-49.788238525390625,-0.0018791878828778863,0.0023765922524034977,-0.001747994334436953,0.0010465724626556039
